"id","post_id","reply","author","author_dtm","usable","created_at","updated_at","platform_id"
312855,NAVER_MAP_68881ad14240b6e90f501724,"낭만여우님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 원장님의 설명과 차분한 목소리로 안정감을 느끼셨다니 기쁩니다. 개인실에서의 진료가 편안함을 드린 점도 다행입니다. 앞으로도 환자분들께 최상의 진료 환경을 제공하기 위해 노력하겠습니다. 소중한 의견 주셔서 감사합니다.",내이튼치과의원,2025-07-30 09:00:00.000 +0900,true,2025-07-30 11:25:43.282 +0900,2025-07-31 00:00:09.966 +0900,
312863,NAVER_MAP_68872cfe814d039efc343299,"쏭8376님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 급하게 예약하신 상황에서도 만족스러운 진료를 받으셨다니 기쁩니다. 충치 치료 과정과 비용에 대한 설명이 도움이 되었다니 다행입니다. 앞으로도 환자분들께 최선을 다해 설명드리도록 하겠습니다. 언제든지 필요하실 때 방문해 주세요.",내이튼치과의원,2025-07-30 09:00:00.000 +0900,true,2025-07-30 11:26:42.155 +0900,2025-07-31 00:00:09.961 +0900,
312865,NAVER_MAP_6887378c2b1ec2493b66bd5d,"이부18님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 꼼꼼하고 섬세한 치료가 도움이 되었다니 기쁩니다. 과잉진료 없이 신뢰할 수 있는 진료를 제공하기 위해 항상 노력하고 있습니다. 다시 방문해 주신다면 더욱 만족스러운 경험을 제공할 수 있도록 최선을 다하겠습니다. 건강한 미소를 위해 언제든지 찾아주세요!",내이튼치과의원,2025-07-30 09:00:00.000 +0900,true,2025-07-30 11:26:52.351 +0900,2025-07-31 00:00:09.955 +0900,
312858,NAVER_MAP_6888516c808ec6901f2182e2,"뿡야93님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 원장님과 직원들이 제공하는 친절한 서비스와 치료 과정에 대한 설명이 도움이 되었다니 기쁩니다. 가족 모두가 치료를 위해 먼 길을 오신 점, 정말 감사드립니다. 앞으로도 최선을 다해 치아 보존과 건강한 치료를 제공하겠습니다. 언제든지 궁금한 점이나 필요하신 부분이 있으면 말씀해 주세요.",내이튼치과의원,2025-07-30 09:00:00.000 +0900,true,2025-07-30 11:26:16.543 +0900,2025-07-31 00:00:09.944 +0900,
312856,NAVER_MAP_6888409038da9ba1ae43339f,"제니스90님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 원장님과 직원들이 최선을 다해 치료에 임하고 있다는 말씀에 기쁩니다. 앞으로도 환자분들께 만족스러운 진료를 제공할 수 있도록 노력하겠습니다. 언제든지 필요하신 점이 있으시면 말씀해 주세요. 감사합니다!",내이튼치과의원,2025-07-30 09:00:00.000 +0900,true,2025-07-30 11:25:54.862 +0900,2025-07-31 00:00:09.950 +0900,
311824,KAKAO_MAP_13304170,"🩶님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 직원들의 친절함과 1인실에서의 편안한 치료 경험이 도움이 되었다니 기쁩니다. 원장님께서 환자를 위해 최선을 다하신다는 점을 느끼셨다니, 저희의 목표가 잘 전달된 것 같습니다. 앞으로도 더욱 좋은 진료를 제공할 수 있도록 노력하겠습니다. 감사합니다.",내이튼치과의원,2025-07-28 20:23:50.000 +0900,true,2025-07-28 11:23:48.016 +0900,2025-07-28 18:00:47.119 +0900,
311823,NAVER_MAP_688610eb43ea2f04fed9afe2,"수호128님, 긍정적인 평가에 감사드립니다. 저희 원장님들이 친절하고 꼼꼼하게 치료해드릴 수 있어 기쁩니다. 앞으로도 최선을 다해 환자분들께 편안한 치료를 제공하겠습니다. 감사합니다.",내이튼치과의원,2025-07-28 09:00:00.000 +0900,true,2025-07-28 11:22:51.228 +0900,2025-07-29 00:00:10.975 +0900,
311445,NAVER_MAP_68839028980de74022b2dd88,"깐깐한소식가님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 직원들의 친절함과 1인실에서의 편안한 치료 경험이 도움이 되었다니 기쁩니다.😀

 프라이버시가 보장되고 치료에 대해서도 더욱 집중할 수 있는 1인실은 내이튼의 진료철학을 구현하는 공간입니다. 💡

그리고, 원장님께서 진심으로 치료에 임하신 점을 알아봐주셔서 저희에게 큰 힘이 됩니다. 🙏앞으로도 환자분들께 진심으로 최선을 다하는 병원이 되도록 노력하겠습니다. 감사합니다.☺️",내이튼치과의원,2025-07-26 09:00:00.000 +0900,true,2025-07-26 13:19:09.790 +0900,2025-07-27 00:00:08.400 +0900,
310866,NAVER_MAP_6881c03d3ef72fe4e9c32960,"iphone102938님, 용인에서 동탄치과까지 먼길 와주셔서 감사합니다. 저희 동탄 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 사랑하는 자녀분의 치아 치료에 만족하셨다니 기쁩니다. 이를 살리는 치과, 동탄내이튼치과는 보존과 전문의인 윤민정 원장이 최선을 다해 자연치아를 보존하기 위해 노력하고 있습니다.  신경치료 과정 중에도 친절하고 세심한 치료를 제공하고자 노력하고 있습니다. 앞으로도 지속적으로 좋은 진료를 제공할 수 있도록 하겠습니다. 감사합니다.",내이튼치과의원,2025-07-25 09:00:00.000 +0900,true,2025-07-25 10:48:03.573 +0900,2025-07-26 00:00:10.916 +0900,
310165,KAKAO_MAP_13281915,"쑤쑤후님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 엑스레이 CT 촬영이 유익하셨다니 기쁩니다. 원장님의 친절함과 전문적인 설명이 치료에 도움이 되었다는 말씀도 소중히 여기겠습니다. 앞으로도 환자분들께 최선을 다해 진료하겠습니다. 감사합니다.",내이튼치과의원,2025-07-24 20:15:10.000 +0900,true,2025-07-24 11:15:05.976 +0900,2025-07-24 18:00:14.150 +0900,
310164,NAVER_MAP_6880972e6c636860e5e6fc2b,"js****님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 엑스레이 CT 촬영은 치료 전에 정확한 진단을 위한 필수절차입니다. 그 중요성을 이해해주셔서 기쁩니다. 원장님의 친절한 태도와 전문적인 설명이 도움이 되었다는 말씀도 감사히 받겠습니다. 앞으로도 환자분들께 최선을 다하는 병원이 되겠습니다. 추가로 궁금한 점이나 필요하신 부분이 있으시면 언제든지 말씀해 주세요.",내이튼치과의원,2025-07-24 09:00:00.000 +0900,true,2025-07-24 11:10:57.492 +0900,2025-07-25 00:00:09.535 +0900,
309574,NAVER_MAP_687f38f2954fafb21311fbca,"녹프라푸치노님, 긍정적인 평가에 감사드립니다. 친절한 서비스와 무통 신경치료, 사랑니 발치가 도움이 되었다니 기쁩니다. 저희는 항상 환자분의 편안함을 최우선으로 생각하고 있습니다. 앞으로도 최선을 다해 진료하겠습니다. 감사합니다!",내이튼치과의원,2025-07-23 09:00:00.000 +0900,true,2025-07-23 10:47:23.534 +0900,2025-07-24 00:00:06.750 +0900,
309575,NAVER_MAP_687f43fab5ae55791d919b0a,내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 환자분의 소중한 의견이 저희에게 큰 힘이 됩니다. 앞으로도 더욱 나은 진료를 위해 노력하겠습니다. 언제든지 궁금한 점이나 필요하신 부분이 있다면 말씀해 주세요. 감사합니다!,내이튼치과의원,2025-07-23 09:00:00.000 +0900,true,2025-07-23 10:47:34.080 +0900,2025-07-24 00:00:06.742 +0900,
309576,NAVER_MAP_687f19570e23c554386baec5,"투명인간49님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 윤민정 원장님의 세심한 배려와 전문적인 설명이 도움이 되었다니 기쁩니다. 또한, 주차 편의성도 만족하셨다니 다행입니다. 앞으로도 환자분들께 최상의 진료를 제공하기 위해 노력하겠습니다. 감사합니다.",내이튼치과의원,2025-07-23 09:00:00.000 +0900,true,2025-07-23 10:48:12.394 +0900,2025-07-24 00:00:06.736 +0900,
308880,NAVER_MAP_687da55172f6265ff16a4769,"Zuzu93님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 치료 과정에서의 친절한 서비스와 꼼꼼한 설명이 도움이 되었다니 기쁩니다. 환자분들이 편안하게 치료받을 수 있도록 항상 최선을 다하겠습니다. 앞으로도 좋은 경험을 제공할 수 있도록 노력하겠습니다.  감사합니다.",내이튼치과의원,2025-07-22 09:00:00.000 +0900,true,2025-07-22 10:57:27.627 +0900,2025-07-23 00:00:07.174 +0900,
308278,KAKAO_MAP_13246751,내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 정은하 원장님이 세심하게 진료하고 설명해 드리고 밝은 목소리가 편안함을 드린 것 같아 기쁩니다. 환자분의 소중한 경험이 더욱 많은 분들에게 전해질 수 있도록 노력하겠습니다. 앞으로도 최선을 다해 진료하겠습니다.,내이튼치과의원,2025-07-21 09:15:41.831 +0900,true,2025-07-21 09:15:37.720 +0900,2025-07-21 09:15:41.832 +0900,
308276,NAVER_MAP_687aef2e10e7c5822f4b77ff,"LILI93님, 내이튼치과의원을 믿고 방문해 주셔서 감사합니다. 저희는 항상 환자분들의 치아건강을 위해 최우선으로 생각하고 있습니다. 앞으로도 변함없이 최선을 다해 진료하겠습니다. 언제든지 궁금한 점이나 필요하신 부분이 있으시면 말씀해 주세요.",내이튼치과의원,2025-07-21 09:00:00.000 +0900,true,2025-07-21 09:10:07.562 +0900,2025-07-22 00:00:20.510 +0900,
308279,NAVER_MAP_6879e575a9f4b2d62fa2fbb0,"안녕하세요, ful****님. 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 정은하 원장님 진료는 다른 환자분들 사이에서도 꼼꼼하다는 좋은 평가가 많습니다. :) 정원장님의 꼼꼼한 치료와 친절한 서비스가 만족스러우셨다니 기쁩니다. 앞으로도 최선을 다해 환자분들께 더 나은 서비스를 제공하도록 하겠습니다. 언제든지 필요하신 부분이 있으면 말씀해 주세요.",내이튼치과의원,2025-07-21 09:00:00.000 +0900,true,2025-07-21 09:16:53.535 +0900,2025-07-22 00:00:20.500 +0900,
308280,NAVER_MAP_6879c7a5a0d20f06112d2e94,"teatin님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 정기검사에서의 꼼꼼한 치료와 친절한 설명이 도움이 되었다니 기쁩니다. 또한, 깨끗한 시설과 편리한 주차에 대한 언급도 감사드립니다. 내이튼은 자연치아 살리기에 일가견이 있는 보존과 전문의 원장님이 진료하면서 꼭 필요한 치료만 정확하고 효과적으로 제공해드리려고 노력하고 있습니다. 저희는 항상 환자분들의 신뢰를 최우선으로 생각하며, 앞으로도 최선을 다하겠습니다. 추가적인 의견이나 필요하신 점이 있으시면 언제든지 말씀해 주세요.",내이튼치과의원,2025-07-21 09:00:00.000 +0900,true,2025-07-21 09:18:31.546 +0900,2025-07-22 00:00:20.494 +0900,
308281,NAVER_MAP_6879aec4c8c3b0fb4358028e,"뿡야93님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 신경치료 과정에서의 세심한 관리와 직원들의 친절함이 도움이 되었다니 기쁩니다. 내이튼치과는 자연치아살리기에 진심인 치과보존과 전문의 출신의 원장님이 꼭 필요한 치료를 정확하게 제공해드리고 있습니다. 환자 한 분 한 분, 또 치아 하나 하나를 소중히 여기는 마음으로 진료하는 것이 저희의 목표입니다. 앞으로도 최선을 다해 진료하겠습니다. 감사합니다.",내이튼치과의원,2025-07-21 09:00:00.000 +0900,true,2025-07-21 09:20:36.017 +0900,2025-07-22 00:00:20.488 +0900,
308277,NAVER_MAP_687b04bd76c9761518dc95d9,"gptmddl753님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 인레이 치료를 아프지 않게 만족스럽게 잘 받으셔서 기쁩니다. 저희는 항상 환자분들께 전문적이고 친절한 서비스를 제공하기 위해 노력하고 있습니다. 앞으로도 최선을 다하겠습니다. 감사합니다.",내이튼치과의원,2025-07-21 09:00:00.000 +0900,true,2025-07-21 09:10:54.364 +0900,2025-07-22 00:00:20.506 +0900,
307377,NAVER_MAP_68789727f68a3d0ea5e22d84,"햄톨이64님, 긍정적인 평가에 감사드립니다. 직원들의 친절함과 치료의 편안함을 칭찬해주셔서 감사해요. 저희 내이튼치과의원은 항상 환자분들의 편안한 치료 경험을 위해 노력하고 있습니다. 앞으로도 최선을 다하겠습니다. 감사합니다!",내이튼치과의원,2025-07-18 09:00:00.000 +0900,true,2025-07-18 12:38:54.864 +0900,2025-07-19 00:00:21.579 +0900,
307376,NAVER_MAP_6876215b93c637fed1c5bedf,"사바아사나님, 소중한 리뷰 및 좋은 말씀 감사합니다. 앞으로도 최선을 다해 환자분들의 편안한 치료를 위해 노력하겠습니다. 언제든지 필요하실 때 찾아주세요!",내이튼치과의원,2025-07-18 09:00:00.000 +0900,true,2025-07-18 12:38:10.114 +0900,2025-07-19 00:00:21.583 +0900,
303426,KAKAO_MAP_11562030,"YB KIM님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 주차 편의성과 직원들의 친절함, 치료 효과와 깔끔한 환경이 도움이 되었다니 기쁩니다. 앞으로도 환자분들께 최상의 서비스를 제공하기 위해 노력하겠습니다. 치료에 대한 좋은 경험을 계속 이어가실 수 있도록 최선을 다하겠습니다.",내이튼치과의원,2025-07-13 21:05:55.265 +0900,true,2025-07-13 21:05:55.265 +0900,2025-07-13 21:05:55.265 +0900,
303423,KAKAO_MAP_13196783,"보때미님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 앞으로도 더욱 친절한 서비스를 제공해드리기 위해 노력하겠습니다. 내이튼 치과가 과잉치료가 없는점 믿고 찾아주시고 알아주셔서 감사합니다. 앞으로도 최선을 다해 환자분들께 신뢰를 주는 병원이 되도록 하겠습니다. 치료가 잘 마무리되도록 마지막까지 노력할게요~!😊",내이튼치과의원,2025-07-13 21:04:26.532 +0900,true,2025-07-13 21:04:14.149 +0900,2025-07-13 21:04:26.533 +0900,
303424,NAVER_MAP_68719279907a90fbb4d092bd,"29231204님, 따뜻한 말씀 감사합니다. 직원들과 윤민정 원장님의 친절함이 기분을 좋게 해드린다니 기쁩니다. 과잉진료가 없어야 한다는 점도 중요하게 생각하고 있으며, 앞으로도 환자분들께 최선을 다하겠습니다. 주변 지인들에게 소개해 주신 점도 감사드립니다. 계속해서 좋은 진료를 제공할 수 있도록 노력하겠습니다.",내이튼치과의원,2025-07-13 09:00:00.000 +0900,true,2025-07-13 21:04:59.175 +0900,2025-07-14 00:00:09.033 +0900,
303427,NAVER_MAP_686e2d1fd96efc2c68b97fc7,"first2015님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 윤민정 원장님을 포함하여 모든 원장님과 치료스태프들은 환자분들께 친절하고 이해하기 쉽게 설명드리기 위해 노력하고 있습니다. 또한 치료에 대해서 최대한 자세하고 이해하기 쉽게 설명드리려고 노력하고 있어요. 신경치료 후 엑스레이 설명이 도움이 되셨다니 기쁩니다. 앞으로도 믿음과 신뢰를 바탕으로 최선을 다하겠습니다. 감사합니다!",내이튼치과의원,2025-07-13 09:00:00.000 +0900,true,2025-07-13 21:07:49.219 +0900,2025-07-14 00:00:09.038 +0900,
303425,NAVER_MAP_6871d7a3ad12d1cfbc18c906,치료 중 편안하셔서 다행이고 기쁩니다. 저희는 항상 환자분들의 치과치료 중 불안감을 덜어드리기 위해 최선을 다하고 있습니다. 앞으로도 더욱 세심한 배려로 최상의 진료를 제공할 수 있도록 노력하겠습니다. 감사합니다.,내이튼치과의원,2025-07-13 09:00:00.000 +0900,true,2025-07-13 21:05:43.272 +0900,2025-07-14 00:00:09.026 +0900,
303428,NAVER_MAP_686cb76aeeb8e8a9623a5974,"hyo****님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 친절한 서비스와 무리 없는 치료로 만족스러운 경험을 하셨다니 기쁩니다. 치료 효과와 짧은 대기 시간도 좋게 평가해 주셔서 감사합니다. 앞으로도 더욱 나은 서비스를 제공하기 위해 노력하겠습니다. 언제든지 필요하신 점이 있으시면 말씀해 주세요.",내이튼치과의원,2025-07-13 09:00:00.000 +0900,true,2025-07-13 21:08:00.641 +0900,2025-07-14 00:00:09.042 +0900,
300609,KAKAO_MAP_13145772,"훈남no7님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 저희는 항상 환자분들의 건강과 만족을 최우선으로 생각하며, 최선을 다해 치료에 임하고 있습니다. 앞으로도 많은 분들이 믿고 찾아주실 수 있도록 노력하겠습니다. 감사합니다.",내이튼치과의원,2025-07-08 12:16:29.562 +0900,true,2025-07-08 12:16:25.684 +0900,2025-07-08 12:16:29.563 +0900,
300544,NAVER_MAP_686b29b36085412774cc0c4d,"kys2j254님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 신경치료가 아프지 않으셨다니 다행이고 기쁩니다. 앞으로도 환자분들께 최선을 다해 진료하고 설명도 자세히 잘해드리도록 하겠습니다. 지속적인 관심과 응원 부탁드립니다!",내이튼치과의원,2025-07-08 09:00:00.000 +0900,true,2025-07-08 10:55:43.308 +0900,2025-07-09 00:00:12.341 +0900,
300545,NAVER_MAP_686b52fabb9fc7b0df98502d,내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 스케일링 과정에서 만족하셨다니 기쁩니다. 저희는 항상 환자분들께 최상의 치료를 제공하기 위해 노력하고 있습니다. 앞으로도 변함없이 꼼꼼한 진료로 보답하겠습니다. 감사합니다.,내이튼치과의원,2025-07-08 09:00:00.000 +0900,true,2025-07-08 10:56:03.118 +0900,2025-07-09 00:00:12.337 +0900,
300019,NAVER_MAP_68689832c32f0892bf69d454,"행복한원마담님, 안녕하세요. 내이튼치과의원 윤민정 원장입니다. 내이튼치과의원에 대한 따뜻한 말씀에 감사드립니다. 가족분들이 편안하게 치료받으셨다는 말씀을 들으니 저도 보람되고 기쁩니다. 특히 막내아이의 치과 두려움을 극복한 이야기는 정말 특별하네요. 앞으로도 변함없이 최선을 다해 가족분들의 건강을 지키겠습니다. 응원에 힘입어 더욱 발전하는 내이튼치과의원이 되겠습니다.",내이튼치과의원,2025-07-07 09:00:00.000 +0900,true,2025-07-07 10:55:41.579 +0900,2025-07-08 00:00:12.183 +0900,
299997,NAVER_MAP_68183ca0fa717a81f9206678,"SH mom님, 내이튼치과의원에 방문해 주셔서 감사합니다. 친절한 서비스에 대한 긍정적인 평가를 남겨주셔서 기쁩니다. 저희는 항상 환자분들께 최선을 다해 진료하고 있습니다. 앞으로도 더욱 나은 서비스를 제공하기 위해 노력하겠습니다. 다시 한 번 소중한 의견에 감사드립니다.",내이튼치과의원,2025-07-04 22:12:36.949 +0900,true,2025-07-04 22:12:36.949 +0900,2025-07-04 22:12:36.949 +0900,
299996,NAVER_MAP_6849b3028c6e08c0ac393e12,"호두맘j님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 원장님이 친절하게 대하신 점과 불안한 마음을 이해해 주신 점이 도움이 되셨다니 기쁩니다. 치료가 순조롭게 진행되길 바라며, 혹시 치료 과정에서 궁금한 점이나 불편한 사항이 있으시면 언제든지 말씀해 주세요. 최선을 다해 도와드리겠습니다.",내이튼치과의원,2025-07-04 22:12:20.455 +0900,true,2025-07-04 22:12:20.455 +0900,2025-07-04 22:12:20.455 +0900,
299995,NAVER_MAP_6865103508a1259c87b462eb,"mkbrjsjy님, 내이튼치과의원에 대한 긍정적인 평가에 감사드립니다. 임플란트 검진과 스케일링 치료가 만족스러웠다니 기쁩니다. 전문적인 진료를 통해 편안한 치료 경험을 제공할 수 있어 다행입니다. 앞으로도 최선을 다해 환자분들께 신뢰를 주는 진료를 이어가겠습니다. 감사합니다.",내이튼치과의원,2025-07-04 22:12:12.443 +0900,true,2025-07-04 22:12:12.443 +0900,2025-07-04 22:12:12.443 +0900,
297198,KAKAO_MAP_13096000,"엽떡에치즈추가님, 소중한 리뷰 감사합니다. 스케일링 치료에 대해 긍정적인 경험을 하셨다니 기쁩니다. 원장님과 직원들이 친절하게 대하고, 치료 과정에 대한 설명을 잘 드릴 수 있도록 노력하고 있습니다. 병원 시설과 주말 진료가 도움이 되었다니 다행입니다. 앞으로도 편안한 치료 경험을 제공할 수 있도록 최선을 다하겠습니다. 종종 방문해 주시면 감사하겠습니다.",내이튼치과의원,2025-06-29 22:24:38.000 +0900,true,2025-06-29 13:24:35.333 +0900,2025-06-29 18:00:32.487 +0900,
297200,NAVER_MAP_685e158c7a62bc0d65e2d5df,"배고픈곰젤링님, 소중한 리뷰 감사합니다. 보존치료에 대한 긍정적인 경험과 원장님의 따뜻한 배려가 도움이 되었다니 기쁩니다. 앞으로도 편안한 치료 환경을 제공하기 위해 최선을 다하겠습니다. 언제든지 필요하실 때 찾아주세요.",내이튼치과의원,2025-06-29 09:00:00.000 +0900,true,2025-06-29 13:25:41.591 +0900,2025-06-30 00:00:09.443 +0900,
