"id","score","title","content","channel_id","store_name","store_detail","author","author_link","author_at","capture_img","usable","created_at","updated_at","is_insulting","is_defamatory","post_reply_ai_recommend_id","post_reply_id","store_channel_id","active_tags","treatment","enhanced_content","keywords","message_id","can_reply"
NAVER_MAP_689405df37ea0f2f73eb3015,10,"","지난번 초진 후 두 번째 정기검사를 받았습니다. 선생님께서 X-ray를 통해 신중하게 진단해주시고, 보철 치료를 무조건 권하지 않으시며, 천천히 지켜보며 판단해도 좋다고 하셔서 믿음이 갔습니다. 치과에 대한 두려움이 있었지만, 친절한 서비스 덕분에 너무 좋았습니다. 시설이 쾌적하고 주차도 원활했으며, 버스로도 쉽게 접근할 수 있었습니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,skylike99,https://m.place.naver.com/my/5c2227e9d6c04f31f8c9e080/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=689405df37ea0f2f73eb3015&v=2,2025-08-07 09:00:00.000 +0900,"",true,2025-08-08 00:00:09.505 +0900,2025-08-08 10:55:35.348 +0900,false,false,152006,317072,597,{},,,{},,true
NAVER_MAP_68944cfcd762211f3cc65c18,4,"","친절해요.
검진 받으러 왔어요.
^^",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,밍먕믕,https://m.place.naver.com/my/5bc43b319b54e9ba80104a8d/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=68944cfcd762211f3cc65c18&v=2,2025-08-07 09:00:00.000 +0900,"",true,2025-08-08 00:00:09.489 +0900,2025-08-08 10:55:46.795 +0900,false,false,152007,317073,597,{},,,{},,true
KAKAO_MAP_13383640,10,"","소아진료 전문치과에서 아이에게 정말 친절하게 진료해주셨습니다. 치료 효과도 뛰어나고, 아프지 않게 잘 진행되었습니다. 의사 선생님 역시 친절하게 설명해주셔서 더욱 안심이 되었습니다.",KAKAO_MAP,내이튼치과의원,경기 화성시 오산동 1019,세자녀,https://place.map.kakao.com/1417935752,2025-08-04 22:43:02.000 +0900,"",true,2025-08-04 18:00:46.215 +0900,2025-08-05 11:29:27.759 +0900,false,false,151980,,598,{},,,{},,true
KAKAO_MAP_13382005,9,"","원장님께서 정말 틈틈이 친절하게 설명해주셔서 스케일링 치료가 더욱 편안했습니다. 모든 과정이 깔끔하게 진행되었고, 설명도 자세히 해주셔서 마음이 놓였습니다.",KAKAO_MAP,내이튼치과의원,경기 화성시 오산동 1019,이천규,https://place.map.kakao.com/1417935752,2025-08-04 19:47:02.000 +0900,"",true,2025-08-04 18:00:46.239 +0900,2025-08-12 11:03:32.613 +0900,false,false,152047,,598,{},,,{},,true
NAVER_MAP_688c8524d5fcfea8205c2d72,9,"","정말 친절한 서비스 덕분에 아이가 치료를 받을 때 긴장이 많이 풀렸어요. 간호사 선생님이 예쁘고 친절하셔서 더 편안한 마음으로 치료를 받을 수 있었고, 치료도 정말 깨끗하게 잘 되었습니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,anf****,https://m.place.naver.com/my/5efe401b3b0f13a2d38662de/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=688c8524d5fcfea8205c2d72&v=2,2025-08-01 09:00:00.000 +0900,"",true,2025-08-02 00:00:43.209 +0900,2025-08-02 11:52:37.513 +0900,false,false,151943,314396,597,{},,,{},,true
KAKAO_MAP_13329311,9,"",항상 친절하시고 시설이 매우 깨끗합니다. 개인별 룸이 마련되어 있어 진료 시 전혀 부담 없이 편안하게 치료받을 수 있었습니다. 전문적인 치료와 친절한 설명 덕분에 더욱 안심할 수 있었습니다.,KAKAO_MAP,내이튼치과의원,경기 화성시 오산동 1019,민서맘강은미,https://place.map.kakao.com/1417935752,2025-07-29 20:00:05.000 +0900,"",true,2025-07-29 18:00:38.138 +0900,2025-07-30 11:25:26.274 +0900,false,false,151887,312854,598,{},,,{},,true
NAVER_MAP_68881ad14240b6e90f501724,9,"","지인 소개로 왔는데 친절하고 깔끔해요.
원장 선생님 상세히 설명해 주시고 목소리도 차분하셔서 안정감이 느껴져요.
개인실로 되어 있는 점도 너무 좋아요.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,낭만여우,https://m.place.naver.com/my/5bef1379dbdc902de6c69e58/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=68881ad14240b6e90f501724&v=2,2025-07-29 09:00:00.000 +0900,"",true,2025-07-30 00:00:17.509 +0900,2025-07-30 11:25:43.287 +0900,false,false,151889,312855,597,{},,,{},,true
NAVER_MAP_6888409038da9ba1ae43339f,8,"",선생님들이 친절하고 꼼꼼하게 잘 치료해주셨습니다! 너무 만족스러운 치료에요!,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,제니스90,https://m.place.naver.com/my/603a0cf72284ca63b8fa1624/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6888409038da9ba1ae43339f&v=2,2025-07-29 09:00:00.000 +0900,"",true,2025-07-30 00:00:17.488 +0900,2025-07-30 11:25:54.867 +0900,false,false,151891,312856,597,{},,,{},,true
NAVER_MAP_6888516c808ec6901f2182e2,9,"","원장님께서 넘 꼼꼼히 잘치료해주셔서 수원서 동탄까지 치료받으러 온가족이 다닙니다.
직원분들도 너무친절하시고 치료과정이며 다음진료까지 설명도   이해가 쉽게잘해주셔요.
최대한 치아보존을 하시고자하는데 넘 맘에듭니다",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,뿡야93,https://m.place.naver.com/my/5c0ea5c2af5aa41b6bbd5b6a/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6888516c808ec6901f2182e2&v=2,2025-07-29 09:00:00.000 +0900,"",true,2025-07-30 00:00:17.462 +0900,2025-07-30 11:26:16.548 +0900,false,false,151893,312858,597,{},,,{},,true
KAKAO_MAP_13324528,9,"",급하게 예약했는데 친절하게 예약을 도와주셔서 감사합니다. 정기검사 후 치료 과정과 비용에 대해 자세히 설명해주셔서 정말 좋았습니다. 이런 세심한 서비스 덕분에 치료도 더 편안하게 받을 수 있었습니다.,KAKAO_MAP,내이튼치과의원,경기 화성시 오산동 1019,🍑,https://place.map.kakao.com/1417935752,2025-07-29 02:04:02.000 +0900,"",true,2025-07-28 18:00:47.098 +0900,2025-07-30 11:26:27.920 +0900,false,false,151895,312860,598,{},,,{},,true
NAVER_MAP_6887378c2b1ec2493b66bd5d,9,"",교정 치료 후 스케일링이 항상 두려웠는데요ㅠㅠ 정말 꼼꼼하고 섬세하게 진행해 주셔서 안 아프게 치료받았습니다. 너무 감사드려요~  다시 방문하겠습니다! 과잉진료 없는 곳이라 더욱 좋아요,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,이부18,https://m.place.naver.com/my/5e0da71d8f87a842bc87d9a9/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6887378c2b1ec2493b66bd5d&v=2,2025-07-28 09:00:00.000 +0900,"",true,2025-07-29 00:00:10.918 +0900,2025-07-30 11:26:52.356 +0900,false,false,151901,312865,597,{},,,{},,true
NAVER_MAP_68872cfe814d039efc343299,7,"",급하게 예약했는데 비는 시간 찾아서 예약해주셨어요. 충치 치료 과정과 비용도 자세히 설명해주셔서 좋았습니다.,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,쏭8376,https://m.place.naver.com/my/5ed28afb8f87a842bc842ee1/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=68872cfe814d039efc343299&v=2,2025-07-28 09:00:00.000 +0900,"",true,2025-07-29 00:00:10.947 +0900,2025-07-30 11:26:42.160 +0900,false,false,151899,312863,597,{},,,{},,true
NAVER_MAP_688610eb43ea2f04fed9afe2,7,"","선생님들이 정말 친절하고 꼼꼼하게 치료해주셨어요. 스케일링 과정에서 조금 아픈 부분이 있었지만, 잇몸이 부으면 아플 수 있다는 친절한 설명 덕분에 안심이 되었습니다. 시설도 깨끗하고 추천할 만한 곳이에요.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,수호128,https://m.place.naver.com/my/5e2af4b78f87a842bc57e433/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=688610eb43ea2f04fed9afe2&v=2,2025-07-27 09:00:00.000 +0900,"",true,2025-07-28 00:00:08.092 +0900,2025-07-28 11:22:51.235 +0900,false,false,151845,311823,597,{},,,{},,true
KAKAO_MAP_13304170,9,"","직원분들이 정말 친절하시고, 1인실에서 신경치료를 받을 수 있어서 매우 편안했습니다. 무엇보다 선생님께서 환자를 위해 진심으로 치료해주신다는 것을 느낄 수 있어 좋았습니다.",KAKAO_MAP,내이튼치과의원,경기 화성시 오산동 1019,🩶,https://place.map.kakao.com/1417935752,2025-07-26 22:50:02.000 +0900,"",true,2025-07-26 18:00:09.170 +0900,2025-07-28 11:23:48.020 +0900,false,false,151846,311824,598,{},,,{},,true
NAVER_MAP_68839028980de74022b2dd88,9,"","직원분들이 정말 친절하시고, 1인실에서 신경치료를 받을 수 있어서 매우 편안했습니다. 무엇보다 선생님께서 환자를 위해 진심으로 치료해주신다는 것을 느낄 수 있어 좋았습니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,깐깐한소식가,https://m.place.naver.com/my/5c042f0195be5b52bebaddb0/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=68839028980de74022b2dd88&v=2,2025-07-25 09:00:00.000 +0900,"",true,2025-07-26 00:00:10.880 +0900,2025-07-26 13:19:09.796 +0900,false,false,151838,311445,597,{},,,{},,true
NAVER_MAP_6881c03d3ef72fe4e9c32960,8,"",아이의 치아를 살리기 위해 용인에서 일부러 찾아가 치료 받았습니다  신경치료를 받으며 친절한 설명과 함께 세심하게 치료해주셔서 정말 만족스러웠습니다.,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,iphone102938,https://m.place.naver.com/my/5b810f39e9b76a70f4c3938b/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6881c03d3ef72fe4e9c32960&v=2,2025-07-24 09:00:00.000 +0900,"",true,2025-07-25 00:00:09.510 +0900,2025-07-25 10:48:03.577 +0900,false,false,151835,310866,597,{},,,{},,true
KAKAO_MAP_13281915,9,"","엑스레이 CT 촬영 덕분에 이빨뿐만 아니라 얼굴 전체를 확인할 수 있었고, 아프던 부분과 염증의 원인도 알 수 있어 매우 유익했습니다. 또한, 원장님의 친절함와 전문적인 설명 덕분에 치료에 대한 만족도가 높았습니다.",KAKAO_MAP,내이튼치과의원,경기 화성시 오산동 1019,쑤쑤후,https://place.map.kakao.com/1417935752,2025-07-24 02:04:00.000 +0900,"",true,2025-07-23 18:00:16.230 +0900,2025-07-24 11:15:05.980 +0900,false,false,151823,310165,598,{},,,{},,true
NAVER_MAP_6880972e6c636860e5e6fc2b,9,"","엑스레이 CT 촬영 덕분에 이빨뿐만 아니라 얼굴 전체를 확인할 수 있었고, 아프던 부분과 염증의 원인도 알 수 있어 매우 유익했습니다. 또한, 원장님의 친절한 태도와 전문적인 설명 덕분에 치료에 대한 만족도가 높았습니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,js****,https://m.place.naver.com/my/5d25eac95e0b4054ae740173/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6880972e6c636860e5e6fc2b&v=2,2025-07-23 09:00:00.000 +0900,"",true,2025-07-24 00:00:06.706 +0900,2025-07-24 11:10:57.499 +0900,false,false,151822,310164,597,{},,,{},,true
NAVER_MAP_687f19570e23c554386baec5,9,"",윤민정 원장님께서 충치치료를 정말 잘 해주셨습니다! 치료 과정 동안의 세심한 배려와 전문적인 설명 덕분에 편안하게 치료를 받을 수 있었습니다. 주차도 아주 편리해서 좋았습니다.,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,투명인간49,https://m.place.naver.com/my/5d577d306e036af1395e8337/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=687f19570e23c554386baec5&v=2,2025-07-22 09:00:00.000 +0900,"",true,2025-07-23 00:00:07.098 +0900,2025-07-23 10:48:12.398 +0900,false,false,151794,309576,597,{},,,{},,true
NAVER_MAP_687f43fab5ae55791d919b0a,1,"",좋아요 ㅎ,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,ang****,https://m.place.naver.com/my/5b971112eab1cc62931a525a/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=687f43fab5ae55791d919b0a&v=2,2025-07-22 09:00:00.000 +0900,"",true,2025-07-23 00:00:07.122 +0900,2025-07-23 10:47:34.085 +0900,false,false,151793,309575,597,{},,,{},,true
NAVER_MAP_687f38f2954fafb21311fbca,8,"","모두 친절하시고 신경치료, 사랑니 모두 하나도 아프지 않게 잘 했어요~!",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,녹프라푸치노,https://m.place.naver.com/my/5e5b6d9b8f87a842bcba9d88/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=687f38f2954fafb21311fbca&v=2,2025-07-22 09:00:00.000 +0900,"",true,2025-07-23 00:00:07.141 +0900,2025-07-23 10:47:23.540 +0900,false,false,151792,309574,597,{},,,{},,true
NAVER_MAP_687da55172f6265ff16a4769,8,"",신경치료를 받는 동안 친절한 서비스 덕분에 아프지 않게 치료를 받을 수 있었습니다. 의사 선생님께서 치료 과정에 대해 꼼꼼히 설명해주셔서 매우 안심이 되었습니다.,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,Zuzu93,https://m.place.naver.com/my/61430248e36e85efd34696e5/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=687da55172f6265ff16a4769&v=2,2025-07-21 09:00:00.000 +0900,"",true,2025-07-22 00:00:20.467 +0900,2025-07-22 10:57:27.633 +0900,false,false,151781,308880,597,{},,,{},,true
NAVER_MAP_687b04bd76c9761518dc95d9,9,"","과잉진료 없이 친절하게 설명해주셔서 정말 감사했습니다. 내이튼치과의원에서 인레이 치료를 받으면서 아프지 않게 잘 치료받았고, 전문적인 서비스에 만족했습니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,gptmddl753,https://m.place.naver.com/my/5b666902627e6723edfbcae4/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=687b04bd76c9761518dc95d9&v=2,2025-07-19 09:00:00.000 +0900,"",true,2025-07-20 00:00:08.983 +0900,2025-07-21 09:10:54.368 +0900,false,false,151761,308277,597,{},,,{},,true
NAVER_MAP_687aef2e10e7c5822f4b77ff,6,"",언제나 믿고 방문하는 내이튼치과,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,LILI93,https://m.place.naver.com/my/5dc49e248f87a842bce8d9ba/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=687aef2e10e7c5822f4b77ff&v=2,2025-07-19 09:00:00.000 +0900,"",true,2025-07-20 00:00:09.003 +0900,2025-07-21 09:10:07.568 +0900,false,false,151760,308276,597,{},,,{},,true
KAKAO_MAP_13246751,8,"","정원장님께 진료 받고 있는데 
세심하게 진료해 주시고 설명도 잘 해주시어  편안하게 받고 있습니다. 얼굴을 뵐 일이 거의 없지만 밝은 목소리8'y",KAKAO_MAP,내이튼치과의원,경기 화성시 오산동 1019,수백,https://place.map.kakao.com/1417935752,2025-07-19 08:15:04.000 +0900,"",true,2025-07-19 18:00:57.756 +0900,2025-07-21 09:15:37.725 +0900,false,false,151762,308278,598,{},,,{},,true
NAVER_MAP_6879e575a9f4b2d62fa2fbb0,10,"","내이튼치과 의사선생님도 간호사분, 직원분 모두 친절해요. 교정치과 연계로 방문했는데 과잉진료도 없고 정은하 원장쌤 꼼꼼하세요. 크라운했는데 앞니라 색상도 신경쓰였는데 만족할때까지 수정해주시고 최종까지 친절하게 치료해주시네요. 비용도 합리적이고 만족스러워요",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,ful****,https://m.place.naver.com/my/5dea25a79ec8258e4ae2fdef/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6879e575a9f4b2d62fa2fbb0&v=2,2025-07-18 09:00:00.000 +0900,"",true,2025-07-19 00:00:21.550 +0900,2025-07-21 09:16:53.540 +0900,false,false,151763,308279,597,{},,,{},,true
NAVER_MAP_6879c7a5a0d20f06112d2e94,10,"","정기검사를 받았는데, 치료가 정말 꼼꼼해요. 의사 선생님이 친절하게 설명해주셔서 안심이 되었습니다. 간호사 선생님도 정말 친절했어요. 시설도 깨끗하고 주차도 편리해서 좋았습니다. 과잉 진료가 없어서 더욱 신뢰가 갔습니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,teatin,https://m.place.naver.com/my/5c7a28eb7f04d5cf61bc3d86/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6879c7a5a0d20f06112d2e94&v=2,2025-07-18 09:00:00.000 +0900,"",true,2025-07-19 00:00:21.519 +0900,2025-07-21 09:18:31.551 +0900,false,false,151764,308280,597,{},,,{},,true
NAVER_MAP_6879aec4c8c3b0fb4358028e,10,"","신경치료 과정에서 정말 꼼꼼하게 관리해주셨습니다. 과한 치료를 권하지 않으시고, 환자 한 분 한 분에게 세심하게 신경 써주시는 것이 느껴졌습니다. 또한 모든 직원분들이 바쁘신 상황에서도 친절하게 대해주셔서 매우 감사했습니다.",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,뿡야93,https://m.place.naver.com/my/5c0ea5c2af5aa41b6bbd5b6a/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6879aec4c8c3b0fb4358028e&v=2,2025-07-18 09:00:00.000 +0900,"",true,2025-07-19 00:00:21.496 +0900,2025-07-21 09:20:36.021 +0900,false,false,151765,308281,597,{},,,{},,true
NAVER_MAP_68789727f68a3d0ea5e22d84,7,"",직원분들도 친절하고 안아프게 치료도 해주셨어요...,NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,햄톨이64,https://m.place.naver.com/my/5eff7a8180dd0fa8cd6613a7/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=68789727f68a3d0ea5e22d84&v=2,2025-07-17 09:00:00.000 +0900,"",true,2025-07-18 00:00:11.198 +0900,2025-07-18 12:38:54.868 +0900,false,false,151742,307377,597,{},,,{},,true
NAVER_MAP_6876215b93c637fed1c5bedf,10,"","치과 치료가 이렇게 기분 좋고 감사하기는 처음입니다! 진짜 너무 친절하시고, 치과에서의 치료가 체계적으로 진행되었으며 과잉진료도 전혀 없었어요. 보존치료 전문이신 의사 선생님과 간호사분들께서 보험 관련해서도 친절하게 챙겨주셔서 정말 고마웠습니다. 폐쇄공포증으로 힘든 순간에도 짜증내지 않고 도와주셔서 민망할 정도로 감사했습니다. 앞으로도 어디로 이사가도 꼭 찾아올 것 같아요!",NAVER_MAP,내이튼치과의원,경기도 화성시 오산동,사바아사나,https://m.place.naver.com/my/5cfb7736a5f62e35640f501b/reviewfeed?sort=VISIT_DATE_TIME_DESC&mediaFilter=ALL&reviewId=6876215b93c637fed1c5bedf&v=2,2025-07-15 09:00:00.000 +0900,"",true,2025-07-16 00:00:36.295 +0900,2025-07-18 12:38:10.120 +0900,false,false,151741,307376,597,{},,,{},,true
